product_id,city,own_elast,own_sd,promo_elast,low_confidence
540432,Lucknow,-0.9291,0.7656,0.0,True
540432,Mumbai,-0.9291,0.7656,0.0,True
540432,Others,-0.9291,0.7656,0.0,True
540432,Pune,-0.9291,0.7656,0.0,True
540438,Ahmedabad,-0.9291,0.7656,0.0,True
540438,Bangalore,-0.9291,0.7656,0.0,True
540438,Chennai,-0.9291,0.7656,0.0,True
540438,Delhi-NCR,-0.9291,0.7656,0.0,True
540438,Hyderabad,-0.9291,0.7656,0.0,True
540438,Kolkata,-0.9291,0.7656,0.0,True
540438,Lucknow,-0.9291,0.7656,0.0,True
540438,Mumbai,-0.9291,0.7656,0.0,True
540438,Others,-0.9291,0.7656,0.0,True
540438,Pune,-0.9291,0.7656,0.0,True
541681,Ahmedabad,-0.9291,0.7656,0.0,True
541681,Bangalore,-0.9291,0.7656,0.0,True
541681,Chennai,-0.9291,0.7656,0.0,True
541681,Delhi-NCR,-0.9291,0.7656,0.0,True
541681,Hyderabad,-0.9291,0.7656,0.0,True
541681,Kolkata,-0.9291,0.7656,0.0,True
541681,Lucknow,-0.9291,0.7656,0.0,True
541681,Mumbai,-0.9291,0.7656,0.0,True
541681,Others,-0.9291,0.7656,0.0,True
541681,Pune,-0.9291,0.7656,0.0,True
543783,Ahmedabad,-0.9291,0.7656,0.0,True
543783,Bangalore,-0.9291,0.7656,0.0,True
543783,Chennai,-0.9291,0.7656,0.0,True
543783,Delhi-NCR,-0.9291,0.7656,0.0,True
543783,Hyderabad,-0.9291,0.7656,0.0,True
543783,Kolkata,-0.9291,0.7656,0.0,True
543783,Lucknow,-0.9291,0.7656,0.0,True
543783,Mumbai,-0.9291,0.7656,0.0,True
543783,Others,-0.9291,0.7656,0.0,True
543783,Pune,-0.9291,0.7656,0.0,True
543784,Ahmedabad,-0.9291,0.7656,0.0,True
543784,Bangalore,-0.9291,0.7656,0.0,True
543784,Chennai,-0.9291,0.7656,0.0,True
543784,Delhi-NCR,-0.9291,0.7656,0.0,True
543784,Hyderabad,-0.9291,0.7656,0.0,True
543784,Kolkata,-0.9291,0.7656,0.0,True
543784,Lucknow,-0.9291,0.7656,0.0,True
543784,Mumbai,-0.9291,0.7656,0.0,True
543784,Others,-0.9291,0.7656,0.0,True
543784,Pune,-0.9291,0.7656,0.0,True
553767,Ahmedabad,-0.9291,0.7656,0.0,True
553767,Bangalore,-0.9291,0.7656,0.0,True
553767,Chennai,-0.9291,0.7656,0.0,True
553767,Delhi-NCR,-0.9291,0.7656,0.0,True
553767,Hyderabad,-0.9291,0.7656,0.0,True
553767,Kolkata,-0.9291,0.7656,0.0,True
553767,Lucknow,-0.9291,0.7656,0.0,True
553767,Mumbai,-0.9291,0.7656,0.0,True
553767,Others,-0.9291,0.7656,0.0,True
553767,Pune,-0.9291,0.7656,0.0,True
553768,Ahmedabad,-0.9291,0.7656,0.0,True
553768,Bangalore,-0.9291,0.7656,0.0,True
553768,Chennai,-0.9291,0.7656,0.0,True
553768,Delhi-NCR,-0.9291,0.7656,0.0,True
553768,Hyderabad,-0.9291,0.7656,0.0,True
553768,Kolkata,-0.9291,0.7656,0.0,True
553768,Lucknow,-0.9291,0.7656,0.0,True
553768,Mumbai,-0.9291,0.7656,0.0,True
553768,Others,-0.9291,0.7656,0.0,True
553768,Pune,-0.9291,0.7656,0.0,True
553770,Mumbai,-0.9291,0.7656,0.0,True
560813,Ahmedabad,-0.9291,0.7656,0.0,True
560813,Bangalore,-0.9291,0.7656,0.0,True
560813,Chennai,-0.9291,0.7656,0.0,True
560813,Delhi-NCR,-0.9291,0.7656,0.0,True
560813,Hyderabad,-0.9291,0.7656,0.0,True
560813,Kolkata,-0.9291,0.7656,0.0,True
560813,Lucknow,-0.9291,0.7656,0.0,True
560813,Mumbai,-0.9291,0.7656,0.0,True
