product_id,city,cur_disc,budget_disc,action
98706,Ahmedabad,0.0,0.0,hold
98706,Bangalore,0.0,0.0,hold
98706,Chennai,0.0,0.0,hold
98706,Delhi-NCR,0.0,0.0,hold
98706,Hyderabad,0.0,0.0,hold
98706,Kolkata,0.0,0.0,hold
98706,Lucknow,0.0,0.0,hold
98706,Mumbai,0.0,0.0,hold
98706,Others,0.0,0.0,hold
98706,Pune,0.0,0.0,hold
98708,Ahmedabad,0.0,0.0,hold
98708,Bangalore,0.0,0.0,hold
98708,Chennai,0.0,0.0,hold
98708,Delhi-NCR,0.0,0.0,hold
98708,Hyderabad,0.0,0.0,hold
98708,Kolkata,0.0,0.0,hold
98708,Lucknow,0.0,0.0,hold
98708,Mumbai,0.0,0.0,hold
98708,Others,0.0,0.0,hold
98708,Pune,0.0,0.0,hold
132232,Ahmedabad,0.0,0.0,hold
132232,Bangalore,0.0,0.0,hold
132232,Chennai,0.0,0.0,hold
132232,Delhi-NCR,0.0,0.0,hold
132232,Hyderabad,0.3,0.0,hold
132232,Kolkata,0.0,0.0,hold
132232,Lucknow,0.0,0.0,hold
132232,Mumbai,0.0,0.0,hold
132232,Others,0.0,0.0,hold
132232,Pune,0.0,0.0,hold
132233,Ahmedabad,0.0,0.0,hold
132233,Bangalore,0.0,0.0,hold
132233,Chennai,0.0,0.0,hold
132233,Delhi-NCR,0.0,0.0,hold
132233,Hyderabad,0.0,0.0,hold
132233,Kolkata,0.0,0.0,hold
132233,Lucknow,0.0,0.0,hold
132233,Mumbai,0.0,0.0,hold
132233,Others,0.0,0.0,hold
132233,Pune,0.0,0.0,hold
294982,Ahmedabad,0.0,0.0,hold
294982,Bangalore,0.0,0.0,hold
294982,Chennai,0.0,0.0,hold
294982,Delhi-NCR,0.0,0.0,hold
294982,Hyderabad,0.0,0.0,hold
294982,Kolkata,0.0,0.0,hold
294982,Lucknow,0.0,0.0,hold
294982,Mumbai,0.0,0.0,hold
294982,Others,0.0,0.0,hold
294982,Pune,0.0,0.0,hold
332681,Ahmedabad,0.0,0.0,hold
332681,Bangalore,0.0,0.0,hold
332681,Chennai,0.0,0.0,hold
332681,Delhi-NCR,0.0,0.0,hold
332681,Hyderabad,0.0,0.0,hold
332681,Kolkata,0.0,0.0,hold
332681,Lucknow,0.0,0.0,hold
332681,Mumbai,0.0,0.0,hold
332681,Others,0.0,0.0,hold
332681,Pune,0.0,0.0,hold
354443,Ahmedabad,0.0,0.0,hold
354443,Bangalore,0.0,0.0,hold
354443,Chennai,0.0,0.0,hold
354443,Delhi-NCR,0.0,0.0,hold
354443,Hyderabad,0.0,0.0,hold
354443,Kolkata,0.0,0.0,hold
354443,Lucknow,0.0,0.0,hold
354443,Mumbai,0.0,0.0,hold
354443,Others,0.0,0.0,hold
354443,Pune,0.0,0.0,hold
365345,Ahmedabad,0.0,0.0,hold
365345,Bangalore,0.0,0.0,hold
365345,Chennai,0.0,0.0,hold
365345,Delhi-NCR,0.0,0.0,hold
365345,Hyderabad,0.0,0.0,hold
365345,Kolkata,0.0,0.0,hold
365345,Lucknow,0.0,0.0,hold
365345,Mumbai,0.0,0.0,hold
365345,Others,0.0,0.0,hold
365345,Pune,0.0,0.0,hold
385787,Ahmedabad,1.0,0.0,cut
385787,Delhi-NCR,1.0,0.0,cut
385787,Kolkata,1.8,0.0,cut
385787,Mumbai,1.0,0.0,cut
385793,Ahmedabad,0.9,0.0,cut
385793,Bangalore,0.9,0.0,cut
385793,Chennai,0.9,0.0,cut
385793,Delhi-NCR,0.9,0.0,cut
385793,Hyderabad,0.9,0.0,cut
385793,Kolkata,0.9,0.0,cut
385793,Lucknow,0.9,0.0,cut
385793,Mumbai,0.9,0.0,cut
385793,Others,0.9,0.0,cut
385793,Pune,0.9,0.0,cut
472127,Ahmedabad,0.0,0.0,hold
472127,Bangalore,0.0,0.0,hold
472127,Chennai,0.0,0.0,hold
472127,Delhi-NCR,0.0,0.0,hold
472127,Hyderabad,0.0,0.0,hold
472127,Kolkata,0.0,0.0,hold
472127,Lucknow,0.0,0.0,hold
472127,Mumbai,0.0,0.0,hold
472127,Others,0.0,0.0,hold
472127,Pune,0.0,0.0,hold
477780,Ahmedabad,19.7,0.0,cut
477780,Bangalore,19.7,0.0,cut
477780,Chennai,19.7,0.0,cut
477780,Delhi-NCR,19.7,0.0,cut
477780,Hyderabad,19.7,0.0,cut
477780,Kolkata,19.7,0.0,cut
477780,Lucknow,19.7,0.0,cut
477780,Mumbai,19.7,0.0,cut
477780,Others,19.7,0.0,cut
477784,Ahmedabad,0.0,0.0,hold
477784,Bangalore,0.0,0.0,hold
477784,Chennai,7.7,0.0,cut
477784,Delhi-NCR,1.2,0.0,cut
477784,Hyderabad,5.3,0.0,cut
477784,Kolkata,0.0,0.0,hold
477784,Lucknow,0.4,0.0,hold
477784,Mumbai,7.8,0.0,cut
477784,Others,1.3,0.0,cut
477784,Pune,2.6,0.0,cut
477785,Ahmedabad,0.0,0.0,hold
477785,Bangalore,0.0,0.0,hold
477785,Chennai,7.8,0.0,cut
477785,Delhi-NCR,1.2,0.0,cut
477785,Hyderabad,5.1,0.0,cut
477785,Kolkata,5.2,0.0,cut
477785,Lucknow,0.3,0.0,hold
477785,Mumbai,7.8,0.0,cut
477785,Others,1.3,0.0,cut
477785,Pune,2.6,0.0,cut
477786,Ahmedabad,0.0,0.0,hold
477786,Bangalore,0.0,0.0,hold
477786,Chennai,7.9,0.0,cut
477786,Delhi-NCR,1.0,0.0,cut
477786,Hyderabad,5.3,0.0,cut
477786,Kolkata,0.0,0.0,hold
477786,Lucknow,0.0,0.0,hold
477786,Mumbai,7.9,0.0,cut
477786,Others,1.2,0.0,cut
477786,Pune,2.6,0.0,cut
477787,Ahmedabad,0.0,0.0,hold
477787,Bangalore,0.0,0.0,hold
477787,Chennai,0.0,0.0,hold
477787,Delhi-NCR,0.0,0.0,hold
477787,Hyderabad,0.0,0.0,hold
477787,Kolkata,0.0,0.0,hold
477787,Lucknow,0.0,0.0,hold
477787,Mumbai,0.0,0.0,hold
477787,Others,0.0,0.0,hold
477787,Pune,0.0,0.0,hold
477788,Ahmedabad,0.0,0.0,hold
477788,Bangalore,0.0,0.0,hold
477788,Chennai,0.0,0.0,hold
477788,Delhi-NCR,0.0,0.0,hold
477788,Hyderabad,0.0,0.0,hold
477788,Kolkata,0.0,0.0,hold
477788,Lucknow,0.0,0.0,hold
477788,Mumbai,0.0,0.0,hold
477788,Others,0.0,0.0,hold
477788,Pune,0.0,0.0,hold
477790,Ahmedabad,0.0,0.0,hold
477790,Bangalore,0.0,0.0,hold
477790,Chennai,0.0,0.0,hold
477790,Delhi-NCR,0.0,0.0,hold
477790,Hyderabad,0.0,0.0,hold
477790,Kolkata,0.0,0.0,hold
477790,Mumbai,0.0,0.0,hold
477790,Others,0.0,0.0,hold
477790,Pune,0.0,0.0,hold
477792,Ahmedabad,0.0,0.0,hold
477792,Bangalore,0.0,0.0,hold
477792,Chennai,0.0,0.0,hold
477792,Delhi-NCR,0.0,0.0,hold
477792,Hyderabad,0.0,0.0,hold
477792,Kolkata,0.0,0.0,hold
477792,Lucknow,0.0,0.0,hold
477792,Mumbai,0.0,0.0,hold
477792,Others,0.0,0.0,hold
477792,Pune,0.0,0.0,hold
477796,Ahmedabad,0.0,0.0,hold
477796,Mumbai,0.0,0.0,hold
477796,Others,0.0,0.0,hold
477796,Pune,0.0,0.0,hold
477797,Ahmedabad,0.0,0.0,hold
477797,Bangalore,0.0,0.0,hold
477797,Chennai,0.0,0.0,hold
477797,Delhi-NCR,0.0,0.0,hold
477797,Mumbai,0.0,0.0,hold
477797,Others,0.0,0.0,hold
487596,Bangalore,20.9,0.0,cut
487596,Hyderabad,20.9,0.0,cut
487596,Kolkata,20.9,0.0,cut
487596,Mumbai,20.9,0.0,cut
487767,Ahmedabad,1.1,0.0,cut
487767,Bangalore,1.1,0.0,cut
487767,Delhi-NCR,1.1,0.0,cut
487767,Hyderabad,1.1,0.0,cut
487767,Kolkata,1.1,0.0,cut
487767,Lucknow,1.1,0.0,cut
487767,Mumbai,1.1,0.0,cut
487767,Others,1.1,0.0,cut
487767,Pune,1.1,0.0,cut
487769,Ahmedabad,1.1,0.0,cut
487769,Bangalore,1.1,0.0,cut
487769,Chennai,1.1,0.0,cut
487769,Delhi-NCR,1.1,0.0,cut
487769,Hyderabad,1.1,0.0,cut
487769,Kolkata,1.1,0.0,cut
487769,Lucknow,1.1,0.0,cut
487769,Mumbai,1.1,0.0,cut
487769,Others,1.1,0.0,cut
487769,Pune,1.1,0.0,cut
487770,Bangalore,1.1,0.0,cut
487770,Delhi-NCR,1.1,0.0,cut
487770,Kolkata,1.1,0.0,cut
487770,Lucknow,1.1,0.0,cut
487770,Mumbai,1.1,0.0,cut
487770,Others,1.1,0.0,cut
487770,Pune,1.1,0.0,cut
487771,Ahmedabad,1.1,0.0,cut
487771,Bangalore,1.1,0.0,cut
487771,Chennai,1.1,0.0,cut
487771,Delhi-NCR,1.1,0.0,cut
487771,Hyderabad,1.1,0.0,cut
487771,Kolkata,1.1,0.0,cut
487771,Lucknow,1.1,0.0,cut
487771,Mumbai,1.1,0.0,cut
487771,Others,1.1,0.0,cut
487771,Pune,1.1,0.0,cut
487773,Bangalore,1.8,0.0,cut
487773,Hyderabad,6.1,0.0,cut
487773,Mumbai,8.7,0.0,cut
487774,Hyderabad,6.1,0.0,cut
487774,Lucknow,1.8,0.0,cut
496621,Mumbai,2.5,0.0,cut
496623,Ahmedabad,2.5,0.0,cut
496623,Bangalore,2.5,0.0,cut
496623,Chennai,2.5,0.0,cut
496623,Delhi-NCR,2.5,0.0,cut
496623,Hyderabad,2.5,0.0,cut
496623,Kolkata,2.5,0.0,cut
496623,Lucknow,2.5,0.0,cut
496623,Mumbai,2.5,0.0,cut
496623,Others,2.5,0.0,cut
496623,Pune,2.5,0.0,cut
496625,Ahmedabad,2.5,0.0,cut
496625,Bangalore,2.5,0.0,cut
496625,Delhi-NCR,2.5,0.0,cut
496625,Hyderabad,2.5,0.0,cut
496625,Kolkata,2.5,0.0,cut
496625,Lucknow,2.5,0.0,cut
496625,Mumbai,2.5,0.0,cut
496625,Others,2.5,0.0,cut
496625,Pune,2.5,0.0,cut
496627,Mumbai,8.8,0.0,cut
496629,Mumbai,1.2,0.0,cut
496630,Delhi-NCR,1.2,0.0,cut
496630,Kolkata,1.2,0.0,cut
496630,Mumbai,1.2,0.0,cut
496630,Others,1.2,0.0,cut
496631,Kolkata,21.9,0.0,cut
499253,Ahmedabad,1.9,0.0,cut
499253,Chennai,1.9,0.0,cut
499253,Delhi-NCR,1.9,0.0,cut
499253,Hyderabad,1.9,0.0,cut
499253,Kolkata,1.9,0.0,cut
499253,Lucknow,1.9,0.0,cut
499253,Mumbai,1.9,0.0,cut
499253,Others,1.9,0.0,cut
499253,Pune,1.9,0.0,cut
499254,Ahmedabad,1.9,0.0,cut
499254,Delhi-NCR,1.9,0.0,cut
499254,Kolkata,1.9,0.0,cut
499254,Lucknow,1.9,0.0,cut
499254,Mumbai,1.9,0.0,cut
499254,Others,2.0,0.0,cut
499254,Pune,1.9,0.0,cut
540432,Ahmedabad,17.6,0.0,cut
540432,Bangalore,17.0,0.0,cut
540432,Chennai,21.8,0.0,cut
540432,Delhi-NCR,17.0,0.0,cut
540432,Hyderabad,16.9,0.0,cut
540432,Kolkata,16.9,0.0,cut
540432,Lucknow,17.0,0.0,cut
540432,Mumbai,16.9,0.0,cut
540432,Others,17.1,0.0,cut
540432,Pune,17.1,0.0,cut
540438,Ahmedabad,19.6,0.0,cut
540438,Bangalore,18.5,0.0,cut
540438,Chennai,19.1,0.0,cut
540438,Delhi-NCR,17.9,0.0,cut
540438,Hyderabad,17.6,0.0,cut
540438,Kolkata,18.3,0.0,cut
540438,Lucknow,17.8,0.0,cut
540438,Mumbai,17.9,0.0,cut
540438,Others,17.9,0.0,cut
540438,Pune,17.9,0.0,cut
541681,Ahmedabad,15.4,0.0,cut
541681,Bangalore,15.4,0.0,cut
541681,Chennai,16.2,0.0,cut
541681,Delhi-NCR,14.9,0.0,cut
541681,Hyderabad,14.9,0.0,cut
541681,Kolkata,15.9,0.0,cut
541681,Lucknow,15.9,0.0,cut
541681,Mumbai,15.4,0.0,cut
541681,Others,14.9,0.0,cut
541681,Pune,15.6,0.0,cut
543783,Ahmedabad,16.5,0.0,cut
543783,Bangalore,16.6,0.0,cut
543783,Chennai,15.5,0.0,cut
543783,Delhi-NCR,16.5,0.0,cut
543783,Hyderabad,16.5,0.0,cut
543783,Kolkata,15.3,0.0,cut
543783,Lucknow,16.5,0.0,cut
543783,Mumbai,16.5,0.0,cut
543783,Others,16.5,0.0,cut
543783,Pune,16.9,0.0,cut
543784,Ahmedabad,20.5,0.0,cut
543784,Bangalore,20.1,0.0,cut
543784,Chennai,17.7,0.0,cut
543784,Delhi-NCR,20.1,0.0,cut
543784,Hyderabad,20.5,0.0,cut
543784,Kolkata,20.2,0.0,cut
543784,Lucknow,19.4,0.0,cut
543784,Mumbai,20.4,0.0,cut
543784,Others,20.4,0.0,cut
543784,Pune,15.9,0.0,cut
553767,Ahmedabad,19.0,0.0,cut
553767,Bangalore,19.0,0.0,cut
553767,Chennai,17.7,0.0,cut
553767,Delhi-NCR,19.0,0.0,cut
553767,Hyderabad,19.0,0.0,cut
553767,Kolkata,19.0,0.0,cut
553767,Lucknow,19.0,0.0,cut
553767,Mumbai,19.0,0.0,cut
553767,Others,19.0,0.0,cut
553767,Pune,19.0,0.0,cut
553768,Ahmedabad,19.8,0.0,cut
553768,Bangalore,19.5,0.0,cut
553768,Chennai,14.2,0.0,cut
553768,Delhi-NCR,19.6,0.0,cut
553768,Hyderabad,19.2,0.0,cut
553768,Kolkata,14.4,0.0,cut
553768,Lucknow,18.6,0.0,cut
553768,Mumbai,19.5,0.0,cut
553768,Others,19.2,0.0,cut
553768,Pune,18.6,0.0,cut
553770,Mumbai,11.9,0.0,cut
560813,Ahmedabad,18.1,0.0,cut
560813,Bangalore,17.8,0.0,cut
560813,Chennai,18.0,0.0,cut
560813,Delhi-NCR,17.9,0.0,cut
560813,Hyderabad,17.8,0.0,cut
560813,Kolkata,17.8,0.0,cut
560813,Lucknow,18.6,0.0,cut
560813,Mumbai,17.8,0.0,cut
560813,Others,18.0,0.0,cut
560813,Pune,18.0,0.0,cut
562839,Ahmedabad,0.0,0.0,hold
562839,Bangalore,0.0,0.0,hold
562839,Chennai,0.0,0.0,hold
562839,Delhi-NCR,0.0,0.0,hold
562839,Hyderabad,0.0,0.0,hold
562839,Kolkata,0.0,0.0,hold
562839,Lucknow,0.0,0.0,hold
562839,Mumbai,0.0,0.0,hold
562839,Others,0.0,0.0,hold
562839,Pune,0.0,0.0,hold
563058,Ahmedabad,0.0,0.0,hold
563058,Bangalore,0.0,0.0,hold
563058,Chennai,0.0,0.0,hold
563058,Delhi-NCR,0.0,0.0,hold
563058,Hyderabad,0.0,0.0,hold
563058,Kolkata,0.0,0.0,hold
563058,Lucknow,0.0,0.0,hold
563058,Mumbai,0.0,0.0,hold
563058,Others,0.0,0.0,hold
563058,Pune,0.0,0.0,hold
563069,Ahmedabad,0.0,0.0,hold
563069,Bangalore,0.0,0.0,hold
563069,Chennai,0.0,0.0,hold
563069,Delhi-NCR,0.0,0.0,hold
563069,Hyderabad,0.0,0.0,hold
563069,Kolkata,0.0,0.0,hold
563069,Lucknow,0.0,0.0,hold
563069,Mumbai,0.0,0.0,hold
563069,Others,0.0,0.0,hold
563069,Pune,0.0,0.0,hold
566324,Ahmedabad,1.9,0.0,cut
566324,Bangalore,1.9,0.0,cut
566324,Chennai,1.9,0.0,cut
566324,Delhi-NCR,1.9,0.0,cut
566324,Hyderabad,1.9,0.0,cut
566324,Kolkata,1.9,0.0,cut
566324,Lucknow,1.9,0.0,cut
566324,Mumbai,1.9,0.0,cut
566324,Others,1.9,0.0,cut
566324,Pune,1.9,0.0,cut
572518,Ahmedabad,20.5,0.0,cut
572518,Bangalore,20.5,0.0,cut
572518,Chennai,17.7,0.0,cut
572518,Delhi-NCR,20.1,0.0,cut
572518,Hyderabad,18.0,0.0,cut
572518,Kolkata,20.5,0.0,cut
572518,Lucknow,19.8,0.0,cut
572518,Mumbai,20.4,0.0,cut
572518,Others,20.4,0.0,cut
572518,Pune,15.7,0.0,cut
578546,Ahmedabad,0.0,0.0,hold
578546,Bangalore,0.0,0.0,hold
578546,Chennai,0.0,0.0,hold
578546,Delhi-NCR,0.0,0.0,hold
578546,Hyderabad,0.0,0.0,hold
578546,Kolkata,0.0,0.0,hold
578546,Lucknow,0.0,0.0,hold
578546,Mumbai,0.0,0.0,hold
578546,Others,0.0,0.0,hold
578546,Pune,0.0,0.0,hold
578547,Ahmedabad,0.0,0.0,hold
578547,Bangalore,0.0,0.0,hold
578547,Chennai,0.0,0.0,hold
578547,Delhi-NCR,0.0,0.0,hold
578547,Hyderabad,0.0,0.0,hold
578547,Kolkata,0.0,0.0,hold
578547,Lucknow,0.0,0.0,hold
578547,Mumbai,0.0,0.0,hold
578547,Others,0.0,0.0,hold
578547,Pune,0.0,0.0,hold
578549,Ahmedabad,0.0,0.0,hold
578549,Bangalore,0.0,0.0,hold
578549,Chennai,0.0,0.0,hold
578549,Delhi-NCR,0.0,0.0,hold
578549,Hyderabad,0.0,0.0,hold
578549,Kolkata,0.0,0.0,hold
578549,Lucknow,0.0,0.0,hold
578549,Mumbai,0.0,0.0,hold
578549,Others,0.0,0.0,hold
578549,Pune,0.0,0.0,hold
578944,Ahmedabad,0.9,0.0,cut
578944,Bangalore,0.9,0.0,cut
578944,Chennai,0.9,0.0,cut
578944,Delhi-NCR,0.9,0.0,cut
578944,Hyderabad,0.9,0.0,cut
578944,Kolkata,0.9,0.0,cut
578944,Lucknow,0.9,0.0,cut
578944,Mumbai,0.9,0.0,cut
578944,Others,0.9,0.0,cut
578944,Pune,0.9,0.0,cut
591950,Ahmedabad,0.0,0.0,hold
591950,Bangalore,0.0,0.0,hold
591950,Chennai,0.0,0.0,hold
591950,Delhi-NCR,0.0,0.0,hold
591950,Hyderabad,0.0,0.0,hold
591950,Kolkata,0.0,0.0,hold
591950,Lucknow,0.0,0.0,hold
591950,Mumbai,0.0,0.0,hold
591950,Others,0.0,0.0,hold
591950,Pune,0.0,0.0,hold
600210,Ahmedabad,0.8,0.0,cut
600210,Bangalore,0.8,0.0,cut
600210,Delhi-NCR,0.8,0.0,cut
600210,Kolkata,0.8,0.0,cut
600210,Lucknow,0.8,0.0,cut
600210,Mumbai,0.8,0.0,cut
600210,Others,0.8,0.0,cut
600210,Pune,0.8,0.0,cut
600211,Ahmedabad,0.8,0.0,cut
600211,Bangalore,0.8,0.0,cut
600211,Delhi-NCR,0.8,0.0,cut
600211,Hyderabad,0.8,0.0,cut
600211,Lucknow,0.8,0.0,cut
600211,Mumbai,0.8,0.0,cut
600211,Others,0.8,0.0,cut
612088,Ahmedabad,1.3,0.0,cut
612088,Bangalore,1.3,0.0,cut
612088,Chennai,1.3,0.0,cut
612088,Delhi-NCR,1.3,0.0,cut
612088,Hyderabad,1.3,0.0,cut
612088,Kolkata,1.3,0.0,cut
612088,Lucknow,1.3,0.0,cut
612088,Mumbai,1.3,0.0,cut
612088,Others,1.3,0.0,cut
612088,Pune,1.3,0.0,cut
612090,Lucknow,4.0,0.0,cut
612090,Others,4.0,0.0,cut
624252,Ahmedabad,0.0,0.0,hold
624252,Bangalore,0.0,0.0,hold
624252,Chennai,0.0,0.0,hold
624252,Delhi-NCR,0.0,0.0,hold
624252,Hyderabad,0.0,0.0,hold
624252,Kolkata,0.0,0.0,hold
624252,Lucknow,0.0,0.0,hold
624252,Mumbai,0.0,0.0,hold
624252,Others,0.0,0.0,hold
624252,Pune,0.0,0.0,hold
624624,Ahmedabad,3.8,0.0,cut
624624,Lucknow,3.8,0.0,cut
624624,Others,3.8,0.0,cut
624624,Pune,3.8,0.0,cut
624626,Ahmedabad,1.9,0.0,cut
624626,Bangalore,1.9,0.0,cut
624626,Delhi-NCR,1.9,0.0,cut
624626,Hyderabad,1.9,0.0,cut
624626,Kolkata,1.9,0.0,cut
624626,Lucknow,1.9,0.0,cut
624626,Mumbai,1.9,0.0,cut
624626,Others,1.9,0.0,cut
624626,Pune,1.9,0.0,cut
624630,Bangalore,1.3,0.0,cut
624630,Chennai,1.3,0.0,cut
