week,cell_id,product_id,city,recommended_action,recommended_disc,applied
W1,540432_250ml_Chennai,540432,Chennai,cut,18.58,
W1,540432_250ml_Kolkata,540432,Kolkata,cut,14.670000000000002,
W1,540438_250ml_Ahmedabad,540438,Ahmedabad,cut,15.2,
W1,540438_250ml_Chennai,540438,Chennai,cut,15.61,
W1,540438_250ml_Kolkata,540438,Kolkata,cut,14.48,
W1,560813_250ml_Ahmedabad,560813,Ahmedabad,cut,14.21,
W1,560813_250ml_Chennai,560813,Chennai,cut,14.190000000000001,
